Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
11.7,11.4,98,17,23,16.1,101.47,Rain
11.7,11.1,96,17,20,16.1,101.52,Rain
11.7,11.1,96,17,21,16.1,101.56,Rain
11.5,11,97,15,15,24.1,101.57,Rain
11.5,11.1,98,12,13,32.2,101.59,NA
11.3,11.1,98,10,10,16.1,101.64,NA
10.8,10.6,98,10,14,32.2,101.67,Mostly Cloudy
10.4,10.2,99,9,10,16.1,101.74,NA
10.5,10.3,99,8,13,16.1,101.78,NA
10.3,10.1,98,8,13,32.2,101.81,Mostly Cloudy
10.5,10.2,98,6,11,32.2,101.87,NA
10.5,10,97,6,8,32.2,101.92,NA
10.7,10.2,97,8,10,32.2,101.96,Rain
10.6,10.3,98,8,9,24.1,102.01,Rain
10.1,9.9,98,10,10,32.2,102.04,Rain
9.7,9.5,99,9,10,32.2,102.03,Cloudy
10.1,9.9,99,8,12,16.1,102.06,Rain
10.1,9.9,99,9,10,24.1,102.07,Rain
10.3,10.2,99,7,9,19.3,102.02,Rain
10.2,10.1,99,13,4,12.9,102.07,Rain
10.4,10.3,99,36,2,12.9,102.08,Rain
10.1,10,99,10,8,12.9,102.1,Rain
10.3,10.2,99,10,14,12.9,102.09,NA
10.8,10.6,99,8,13,3.2,102.21,Fog
11.1,10.9,99,11,14,12.9,102.24,Mostly Cloudy
11.5,10.9,96,12,16,16.1,102.29,NA
11.9,11.2,95,11,15,16.1,102.23,NA
12.1,10.9,92,15,21,32.2,102.24,Mostly Cloudy
12.2,10.8,91,14,13,32.2,102.23,NA
11.6,10.2,91,14,17,32.2,102.23,NA
11.5,10.4,93,8,14,32.2,102.18,Mostly Cloudy
11.3,10.2,93,14,19,16.1,102.14,NA
10.8,9.8,94,13,15,16.1,102.14,NA
10.4,9.8,96,10,9,32.2,102.09,Cloudy
10.5,10,96,9,13,32.2,102.01,NA
10.4,9.9,97,10,8,32.2,102.1,NA
10.4,10,97,9,12,32.2,102.06,Cloudy
10.8,10.2,96,6,12,32.2,102.05,NA
10.3,9.9,97,9,12,32.2,102,NA
10.3,9.8,96,11,14,32.2,101.88,Cloudy
10.3,9.9,97,11,17,24.1,101.88,Rain
10.3,8.8,90,16,10,32.2,101.88,NA
9.6,9.2,97,9,13,32.2,101.82,Cloudy
9.9,9.4,96,11,13,19.3,101.84,Rain
9.8,9,95,12,15,19.3,101.81,Rain
9.6,9.2,97,7,12,24.1,101.83,Rain
9.7,9.4,98,8,17,11.3,101.89,Moderate Rain
9.7,9.4,98,8,15,20.9,101.92,Rain
9.7,9.2,97,7,17,20.9,101.95,Moderate Rain
9.7,9.3,98,12,26,4.8,101.94,"Rain,Fog"
9.7,9.1,96,12,25,9.7,101.91,"Rain,Fog"
9.9,9.5,97,12,25,20.9,101.87,Moderate Rain
10.2,9.7,97,12,22,24.1,101.88,Rain
10.5,9.8,95,13,26,32.2,101.88,Rain
10.6,9.9,95,14,27,24.1,101.83,Rain
10.5,10,97,13,24,24.1,101.9,Rain
10.5,10.2,98,12,31,24.1,101.9,Rain
10.6,10.1,97,13,26,24.1,101.92,Cloudy
11,10.3,96,12,25,16.1,101.92,Rain
11.1,10.2,94,12,24,24.1,101.95,NA
11.1,10.2,95,13,23,24.1,101.92,Cloudy
11.3,10.4,94,11,20,24.1,101.89,Rain
11.7,10.5,92,14,22,32.2,101.81,NA
11.8,10.8,93,14,30,32.2,101.78,Cloudy
11.6,10.6,94,15,28,32.2,101.76,NA
11.6,10.6,93,15,19,32.2,101.82,NA
11.6,10.5,93,14,22,32.2,101.83,Rain
11.7,10.4,92,13,21,32.2,101.77,NA
11.7,10.5,92,9,19,32.2,101.73,NA
12.5,10.3,86,14,23,24.1,101.71,Cloudy
11.8,10.4,91,16,31,32.2,101.66,NA
12.3,10.4,88,17,30,32.2,101.68,NA
12,10.7,92,17,38,48.3,101.67,Cloudy
11.8,10.6,92,15,37,48.3,101.73,NA
12,10.7,92,15,32,48.3,101.65,NA
11.8,10.4,91,15,31,48.3,101.65,Cloudy
12.2,10,86,15,26,48.3,101.64,NA
12,10.2,88,15,26,48.3,101.59,NA
11.7,10.1,90,16,23,48.3,101.57,Cloudy
11.8,10.1,89,17,27,24.1,101.55,Rain
11,9.6,91,19,19,22.5,101.63,Rain
10.6,9.8,95,5,4,24.1,101.66,Rain
10,9.2,94,25,5,24.1,101.75,Rain
9.7,9.2,97,19,7,24.1,101.78,NA
8.8,8.4,97,16,5,24.1,101.83,Cloudy
9.5,8.9,96,10,5,24.1,101.9,NA
9.9,5.2,72,21,7,24.1,101.93,NA
9.7,5.5,75,33,3,24.1,101.93,Cloudy
8.6,7.3,92,26,19,22.5,101.96,NA
7.7,6,89,28,31,24.1,102.06,NA
7.5,5.4,86,28,42,24.1,102.1,Mostly Cloudy
7.2,5,86,28,35,24.1,102.14,NA
7,4.8,86,28,35,24.1,102.15,NA
6.8,4,82,27,36,24.1,102.23,Mostly Cloudy
6.5,4.1,84,28,39,48.3,102.28,NA
6.7,3.5,80,27,41,48.3,102.4,NA
7,3.6,79,27,42,48.3,102.43,Cloudy
7.2,3,75,27,45,48.3,102.53,NA
7.4,2.2,70,27,41,48.3,102.54,NA
7.3,1.2,65,27,43,40.2,102.58,Mainly Clear
7.1,2,70,28,41,48.3,102.6,NA
6.5,2,73,27,40,48.3,102.6,NA
5.7,0.8,71,29,29,48.3,102.66,Mainly Clear
5.8,0.9,71,28,35,48.3,102.65,NA
5.7,0.5,69,29,34,24.1,102.66,NA
5.5,0.3,69,30,34,24.1,102.72,Clear
3.9,0.3,77,32,17,24.1,102.79,NA
3.4,0.4,81,8,13,24.1,102.81,NA
2.4,0.1,84,12,7,24.1,102.84,Clear
0.3,-1,91,31,4,24.1,102.91,NA
0.6,-0.4,93,32,4,24.1,102.91,NA
-0.3,-0.9,95,36,3,24.1,102.89,Clear
0.7,0.3,97,2,5,24.1,102.91,NA
-0.3,-1.1,95,13,3,24.1,102.92,NA
-1,-1.6,95,8,4,24.1,102.89,Clear
0.4,0.1,98,36,1,24.1,102.88,NA
-1.8,-2.1,98,7,5,24.1,102.83,NA
1,0.7,97,9,4,32.2,102.84,Mostly Cloudy
1.4,0.9,96,8,4,48.3,102.84,NA
1.4,1.1,98,1,8,48.3,102.82,NA
3.3,1.2,86,32,19,48.3,102.83,Cloudy
4.5,1.5,81,31,17,48.3,102.77,NA
5.7,0.6,70,32,23,48.3,102.69,NA
5.9,1.2,72,29,22,48.3,102.63,Mostly Cloudy
5,1.6,78,30,21,48.3,102.52,NA
4.9,1.6,79,30,22,48.3,102.43,NA
4.3,1.6,83,30,25,48.3,102.41,Mostly Cloudy
4.4,1.5,81,31,21,48.3,102.3,NA
4,0.1,76,32,16,24.1,102.27,NA
4.3,1.7,83,31,16,24.1,102.23,Cloudy
4.2,0.6,77,30,13,24.1,102.21,NA
4.1,-0.9,70,2,4,24.1,102.12,NA
3,0.1,81,35,5,24.1,102.04,Cloudy
3,0.1,81,3,6,24.1,101.98,NA
2.8,1.1,89,36,7,24.1,101.94,NA
3.6,1.1,84,2,13,24.1,101.83,Cloudy
2.9,1.1,88,31,4,24.1,101.85,NA
3.2,1.2,87,11,5,24.1,101.83,NA
3.8,1,82,11,6,19.3,101.79,Rain
3.3,1.1,85,36,4,19.3,101.77,Rain
2.7,1.5,92,15,5,12.9,101.77,Rain
2.2,1.1,93,21,3,9.7,101.76,"Rain,Fog"
2.2,1.2,93,36,1,16.1,101.79,Rain
2.9,2,94,31,7,16.1,101.81,Drizzle
3.1,1.9,92,35,3,16.1,101.87,Cloudy
3.5,2.6,94,31,14,24.1,101.93,NA
4.4,3,91,28,13,24.1,101.97,NA
4.4,2.2,86,28,16,24.1,101.95,Mostly Cloudy
4.5,1.5,81,28,21,32.2,101.99,NA
3.9,1.3,83,29,25,40.2,102.05,NA
3.9,0.9,81,29,27,40.2,102.11,Mostly Cloudy
4,0.8,80,29,32,24.1,102.19,NA
3.1,0.8,85,31,17,24.1,102.24,NA
2.3,1,91,32,16,32.2,102.3,Mainly Clear
2.5,1.2,91,32,17,32.2,102.42,NA
4,0.4,77,30,31,32.2,102.53,NA
3.9,0.3,77,30,28,32.2,102.61,Clear
3.2,-0.1,79,30,20,32.2,102.71,NA
3.2,-0.1,79,30,25,32.2,102.82,NA
1,-1.2,85,36,7,32.2,102.91,Clear
0.5,-0.6,93,5,8,32.2,102.99,NA
-1.3,-2,95,21,3,32.2,103.11,NA
-1.5,-3,90,11,8,32.2,103.17,Clear
-1.7,-2.3,95,9,9,32.2,103.21,NA
-1,-1.4,97,36,3,32.2,103.29,NA
0,-0.5,97,8,4,24.1,103.3,Mainly Clear
0.3,-0.9,92,8,7,32.2,103.37,NA
1.4,0.1,91,2,7,40.2,103.49,NA
2.4,0.1,85,7,12,40.2,103.51,Mostly Cloudy
3.2,-0.3,78,2,7,40.2,103.58,NA
3.9,0.2,77,35,6,40.2,103.52,NA
4.3,-0.8,70,13,8,40.2,103.49,Mostly Cloudy
4.1,-0.5,72,11,9,40.2,103.41,NA
3.8,0.2,77,9,11,40.2,103.32,NA
3.4,0.4,81,8,8,40.2,103.27,Cloudy
3.4,0.3,80,5,8,40.2,103.27,NA
2.9,0.5,85,9,9,32.2,103.19,NA
3.3,0.3,81,8,11,32.2,103.14,Cloudy
2.4,-0.1,84,9,9,32.2,102.97,NA
2.6,0.2,84,11,10,32.2,102.94,NA
2.3,0.5,88,9,13,32.2,102.85,Cloudy
2.5,0.5,87,12,9,32.2,102.79,NA
1.8,-0.4,86,9,12,24.1,102.7,Snow
1.6,0.2,90,11,10,19.3,102.58,Snow
0.9,0.4,96,8,12,16.1,102.42,Snow
0.6,0.1,97,8,11,12.9,102.3,Snow
0.3,0,98,6,11,3.2,102.17,Snow
0.3,0.1,98,6,10,4.8,102.1,Snow
0.7,0.4,98,3,15,16.1,102.02,Snow
0.8,0.3,96,8,13,24.1,101.94,Snow
0.8,0.5,98,8,13,3.6,101.91,"Rain,Snow,Fog"
0.6,0.3,98,8,14,3.2,101.9,"Rain,Snow,Fog"
1,0.7,98,8,11,12.9,101.88,"Rain,Snow"
1.5,1,97,5,12,12.9,101.81,Rain
2.2,1.5,95,7,13,12.9,101.73,Rain
2.8,2.1,95,7,11,16.1,101.65,Rain
3.3,2.4,94,7,8,12.9,101.61,Rain
3.5,2.8,95,9,7,16.1,101.61,Rain
3,2.6,97,11,9,16.1,101.59,Cloudy
3,2.4,96,36,2,16.1,101.59,NA
3.1,2.6,97,27,4,16.1,101.61,NA
3.7,2.5,92,17,3,32.2,101.58,Cloudy
3.6,2.9,95,15,6,32.2,101.58,NA
3.8,2.9,94,20,3,19.3,101.63,Rain
3.6,3.1,96,0,1,12.9,101.69,Drizzle
3.5,2.4,92,31,9,24.1,101.66,NA
2.9,2.2,95,34,7,32.2,101.59,NA
3.5,2.9,96,7,7,4.8,101.63,"Rain,Fog"
3.3,3.1,98,34,4,6.4,101.68,"Rain,Fog"
3.3,3.1,99,34,3,3.2,101.71,"Drizzle,Fog"
3.4,3.3,99,11,5,16.1,101.68,Cloudy
3.6,3.4,99,12,4,3.2,101.67,"Rain,Fog"
3.6,3.4,99,10,3,4.8,101.67,"Rain,Fog"
3.7,3.5,99,9,7,11.3,101.67,Rain
3.8,3.6,99,12,7,4,101.69,"Rain,Fog"
4,3.8,99,9,9,4.8,101.69,"Rain,Drizzle,Fog"
4.4,4.2,99,9,10,4,101.69,"Drizzle,Fog"
4.8,4.6,99,10,10,3.6,101.68,"Drizzle,Fog"
5.4,5.2,99,10,13,4,101.62,"Drizzle,Fog"
5.5,5.3,98,11,12,4.8,101.58,"Drizzle,Fog"
5.6,5.3,98,11,16,4.8,101.48,"Drizzle,Fog"
5.7,5.4,98,9,11,4,101.4,"Drizzle,Fog"
5.6,5.4,98,10,12,11.3,101.32,Cloudy
5.7,5.4,98,9,16,17.7,101.23,Rain
5.8,5.5,98,7,17,20.9,101.1,Drizzle
6.1,5.8,98,9,16,12.9,101.01,Drizzle
6.7,6.4,98,8,18,16.1,100.93,NA
6.7,6.4,98,8,21,19.3,100.81,Rain
7,6.7,98,9,18,16.1,100.67,Cloudy
8,7.8,99,15,18,24.1,100.61,NA
8.3,7.6,95,18,26,32.2,100.54,NA
7.8,6.7,93,18,26,32.2,100.49,Cloudy
7.7,5.6,87,20,28,32.2,100.48,NA
7.2,5,86,21,26,32.2,100.5,NA
5.7,4.1,90,28,39,19.3,100.61,Rain
5.7,2.8,81,26,43,32.2,100.68,NA
5.5,2.4,81,28,44,32.2,100.73,NA
5.3,2.5,82,26,48,24.1,100.84,Clear
5.1,1,75,28,41,48.3,100.94,NA
5.4,1.1,74,28,31,48.3,101.04,NA
6.1,1.8,74,27,30,48.3,101.1,Clear
6.5,1.5,70,27,31,40.2,101.14,NA
6.7,1.5,69,28,30,48.3,101.2,NA
6.7,1,67,27,24,48.3,101.2,Mainly Clear
7,1.1,66,26,18,48.3,101.21,NA
5.8,1.2,73,29,13,48.3,101.23,NA
3.9,0.3,77,29,6,48.3,101.26,Mainly Clear
4.6,1.6,81,36,3,48.3,101.26,NA
3.5,0.8,83,36,2,24.1,101.26,NA
1.8,-0.8,83,36,2,24.1,101.26,Clear
1.5,-0.1,89,8,5,24.1,101.22,NA
1.5,-0.1,89,8,8,24.1,101.26,NA
1.6,0.6,93,8,7,24.1,101.28,Mainly Clear
0.8,-0.2,93,10,9,24.1,101.25,NA
0,-1.1,92,9,9,24.1,101.24,NA
0.7,-0.5,91,10,8,24.1,101.21,Mainly Clear
1.2,0.2,93,8,10,24.1,101.16,NA
1.3,0.3,93,9,11,24.1,101.15,NA
1.9,0.8,93,11,14,24.1,101.1,Cloudy
2.4,1.3,92,9,12,19.3,101.07,Rain
2.9,1.6,91,9,9,19.3,101.06,Rain
3.1,1.9,92,7,7,24.1,101.03,Rain
3,1.8,92,6,10,48.3,101.01,NA
2.7,1.7,93,6,15,48.3,101.03,NA
3.5,2.2,91,7,13,48.3,101.03,Mostly Cloudy
4.1,2.8,91,7,8,48.3,101.07,NA
4.8,2.9,87,6,4,48.3,101.07,NA
5.8,3.1,83,29,5,48.3,101.08,Mostly Cloudy
5,2.9,86,28,13,48.3,101.09,NA
4.2,2.1,86,29,17,48.3,101.12,NA
4.1,2.1,87,27,16,48.3,101.14,Mainly Clear
4,1.7,85,27,18,48.3,101.17,NA
3.8,1,82,28,17,24.1,101.24,NA
3,1.6,90,29,5,24.1,101.29,Mainly Clear
1.6,0.7,94,3,3,24.1,101.34,NA
0.4,-0.3,95,8,12,24.1,101.38,NA
0.9,0.5,97,6,11,24.1,101.42,Mainly Clear
1.2,0.8,97,7,12,22.5,101.5,NA
0.9,0.4,96,8,5,24.1,101.54,NA
1.1,0.6,96,3,12,24.1,101.55,Mainly Clear
1.7,0.8,94,6,7,24.1,101.57,NA
1.8,1,94,2,4,24.1,101.55,NA
0.7,0.1,96,36,1,24.1,101.62,Mainly Clear
-0.6,-0.8,98,6,4,24.1,101.63,NA
0.7,0.4,98,9,5,24.1,101.65,NA
0.6,0.2,97,10,14,24.1,101.65,Mostly Cloudy
1.6,1.1,97,8,10,48.3,101.66,NA
2.1,1.5,96,8,14,48.3,101.65,NA
3.2,2.4,94,8,17,32.2,101.67,Cloudy
3.6,2.8,94,7,17,17.7,101.63,Rain
3.8,3.2,96,8,19,12.9,101.57,Rain
4,3.5,96,9,15,11.3,101.53,Rain
4.6,3.7,94,11,21,24.1,101.4,Rain
5.1,3.8,91,12,21,24.1,101.28,Rain
5.4,4.2,92,11,26,24.1,101.12,Cloudy
5.7,4.5,92,13,34,24.1,100.97,Rain
5.5,4.6,94,12,29,24.1,100.82,Rain Showers
5.9,4.9,93,13,32,19.3,100.68,Rain
6.1,5.4,95,14,31,16.1,100.58,Rain
6.2,5.5,95,13,26,19.3,100.4,Rain
6.6,5.9,95,15,29,12.9,100.26,Moderate Rain
6.7,5.9,95,15,28,12.9,100.07,Moderate Rain
6.8,6,95,15,29,19.3,99.84,NA
7.1,6.3,94,15,25,19.3,99.68,Rain
7.2,6.2,93,15,28,19.3,99.58,Rain
7.3,6.1,92,16,37,24.1,99.51,NA
7.5,6,91,16,34,24.1,99.43,Mostly Cloudy
7.2,6.1,93,15,29,24.1,99.4,NA
7.5,6.4,93,17,20,24.1,99.4,NA
7.4,6.7,95,18,15,24.1,99.37,Cloudy
6,4.9,93,24,16,40.2,99.4,NA
6.9,4.1,82,20,28,48.3,99.48,NA
7.3,2.8,73,22,33,48.3,99.52,Clear
7.6,3,72,22,28,48.3,99.57,NA
7.8,3.9,76,21,22,48.3,99.58,NA
6.8,3.2,78,19,21,48.3,99.49,Mostly Cloudy
5.8,2.7,80,20,22,48.3,99.46,Rain Showers
6.3,2.9,79,20,31,48.3,99.44,NA
5.8,2.5,79,22,32,48.3,99.51,Mostly Cloudy
4.3,0.9,78,25,39,24.1,99.61,NA
3.7,1.8,88,22,27,24.1,99.66,NA
2.2,0.7,90,8,7,32.2,99.67,Mainly Clear
2.9,0.9,86,13,7,32.2,99.66,NA
4.3,1,79,20,22,32.2,99.68,NA
4,1,81,15,13,32.2,99.64,Cloudy
3.3,1.3,87,10,12,32.2,99.61,NA
2.8,1.6,92,14,22,24.1,99.59,Rain
2.6,1.8,94,11,18,32.2,99.55,Cloudy
1.3,1,97,9,8,32.2,99.58,NA
3.6,1.4,85,20,23,32.2,99.65,NA
3.3,1.2,86,18,17,32.2,99.66,Mostly Cloudy
2.7,1.4,91,17,19,32.2,99.7,NA
2.4,0.2,86,15,11,32.2,99.77,NA
2.9,0.4,83,17,17,24.1,99.79,Mostly Cloudy
3.3,0.5,82,16,23,24.1,99.87,NA
3.9,0.7,79,15,16,32.2,99.97,NA
4.3,1.9,85,13,15,24.1,100.05,Rain Showers
3.8,1.5,84,18,18,4,100.11,"Moderate Rain,Fog"
4.2,2.4,88,14,16,22.5,100.12,NA
4.3,2.6,89,8,13,24.1,100.07,Mostly Cloudy
4.9,2.6,85,13,20,24.1,100.03,NA
4.7,1.7,81,15,30,24.1,100.03,NA
4,1.7,85,17,19,16.1,100.08,Rain
3.1,2.1,93,11,12,24.1,100.07,Rain
3.7,2.5,92,15,7,24.1,100.06,NA
3.4,2.3,93,15,15,32.2,100.09,Mostly Cloudy
2.9,1.3,89,12,10,32.2,100.09,NA
4,1.9,86,11,15,32.2,100.1,NA
4,2.1,88,10,21,32.2,100.11,Mostly Cloudy
3.5,2,90,9,18,32.2,100.11,NA
4,1.8,86,8,18,32.2,100.05,NA
4.2,1.2,81,7,18,32.2,99.94,Cloudy
3.8,0.7,80,8,16,32.2,99.8,NA
2.9,1.5,90,10,17,32.2,99.73,NA
4.2,1.1,80,9,18,24.1,99.75,Rain
4,1.1,81,8,28,32.2,99.63,NA
3,1.3,89,9,34,24.1,99.69,Moderate Rain
2.2,1.5,96,10,27,16.1,99.78,Moderate Rain
2.9,2,94,9,22,24.1,99.79,NA
3.3,1.8,90,8,21,32.2,99.82,NA
4.5,2.2,85,7,18,32.2,99.8,Mostly Cloudy
5.5,2.7,82,7,13,32.2,99.77,NA
5.6,3,83,2,14,32.2,99.71,NA
5.7,3,83,4,10,32.2,99.59,Cloudy
4.8,3.8,93,32,9,32.2,99.45,NA
4.6,2.8,88,31,9,32.2,99.37,Rain Showers
5,3.2,88,13,16,32.2,99.45,Cloudy
4.4,3.7,95,12,5,16.1,99.44,Rain
3.9,3.4,96,32,4,32.2,99.45,Rain
4.7,3.9,94,21,5,24.1,99.48,Rain
4.4,3.6,94,35,4,16.1,99.56,Rain
4.1,2.9,92,5,11,24.1,99.61,Rain
4.3,3.4,94,7,16,24.1,99.7,Cloudy
4.4,3.8,96,9,12,24.1,99.77,Rain
4.3,3.4,94,24,17,32.2,99.9,Rain
2.8,2.5,98,13,8,32.2,100.02,Mainly Clear
2.1,1.7,97,10,6,32.2,100.13,NA
2.7,1.9,95,8,9,32.2,100.21,NA
0.8,0.2,96,7,11,32.2,100.26,Mainly Clear
0.8,0.2,95,1,7,32.2,100.32,NA
2,1,93,7,18,32.2,100.38,NA
1.7,1.2,96,10,18,24.1,100.47,Mostly Cloudy
1.7,1.1,96,11,18,48.3,100.55,NA
1.6,0.6,93,8,19,48.3,100.64,NA
1.6,1,95,8,19,48.3,100.73,Mostly Cloudy
2.8,2,95,9,18,48.3,100.77,Rain
2.7,1.7,93,9,19,48.3,100.8,Rain
4.1,2.6,90,9,19,32.2,100.81,Rain Showers
4,2,87,7,18,48.3,100.77,NA
3.7,1.7,87,10,17,48.3,100.78,NA
4,1.6,85,7,14,48.3,100.84,Mostly Cloudy
3.7,1.1,83,8,18,24.1,100.85,"Rain Showers,Hail"
3.3,1.5,88,10,19,24.1,100.84,Rain
3.4,1.5,88,9,15,24.1,100.86,Rain
3.3,1.7,89,10,19,32.2,100.84,NA
3.1,1.4,89,9,21,32.2,100.86,NA
3,1.4,89,7,22,32.2,100.86,Cloudy
2.9,1.2,89,7,22,32.2,100.87,NA
2.6,1.5,92,8,22,24.1,100.86,NA
3,1.3,89,7,22,32.2,100.81,Cloudy
3.2,0.9,85,8,22,32.2,100.8,NA
3.4,0.9,83,8,21,32.2,100.76,NA
3.8,0.5,79,8,25,32.2,100.76,Cloudy
3.1,1,86,9,25,32.2,100.76,NA
2.7,1.4,91,8,26,24.1,100.76,Rain
3.1,1.4,89,7,26,24.1,100.73,Rain
3.8,1,82,8,24,24.1,100.72,NA
5.3,-0.4,67,8,26,32.2,100.73,NA
5.7,-0.2,66,8,26,48.3,100.74,Cloudy
6.2,-0.6,62,6,26,48.3,100.66,NA
6.7,1.4,69,6,15,48.3,100.6,NA
6.5,0.9,68,6,18,48.3,100.54,Mostly Cloudy
5.8,2.2,77,10,22,48.3,100.51,NA
5.9,1,70,10,23,48.3,100.56,NA
6.1,0.6,68,5,13,48.3,100.56,Cloudy
5.2,1.7,78,9,10,24.1,100.61,NA
5.3,0.8,73,5,8,24.1,100.61,NA
4.8,1.7,80,14,5,24.1,100.67,Cloudy
4.9,1.7,80,36,13,24.1,100.66,NA
3.7,1.8,87,11,9,24.1,100.74,NA
4.3,2,86,17,10,24.1,100.85,Cloudy
3.8,2.2,89,32,4,24.1,100.91,NA
3.5,2,90,36,2,24.1,100.99,NA
3.8,1.7,86,0,1,24.1,100.98,Cloudy
3.8,2,88,2,7,24.1,100.99,NA
4.3,1.3,81,1,5,24.1,101.02,NA
5.1,0.1,70,16,4,24.1,101.04,Cloudy
4.2,1.5,83,14,7,24.1,101.07,Rain
4,1.8,86,11,4,24.1,101.11,Rain
3.9,2.3,89,8,10,24.1,101.12,Rain
3.8,2.7,93,9,9,24.1,101.16,Rain
3.5,2.8,95,10,12,24.1,101.22,Rain Showers
3.7,2.7,93,9,5,32.2,101.3,Mostly Cloudy
4.6,3.4,92,23,10,32.2,101.33,NA
5.6,2.3,80,28,36,48.3,101.33,NA
5,1.7,79,29,35,48.3,101.38,Mainly Clear
6,2.3,77,29,30,48.3,101.44,NA
5.5,2,78,29,28,48.3,101.51,NA
4,1.9,86,32,15,48.3,101.61,Mainly Clear
2.2,0.3,88,34,9,24.1,101.68,NA
2,1,94,10,13,24.1,101.82,NA
3,1.4,89,6,8,24.1,101.92,Mainly Clear
2.2,1.2,93,5,7,24.1,102.02,NA
1,-0.2,92,8,8,24.1,102.12,NA
-0.3,-1.9,89,10,14,24.1,102.22,Mainly Clear
0.1,-1.6,88,8,11,24.1,102.27,NA
0.6,-1.3,87,8,8,24.1,102.35,NA
0.1,-1.6,88,8,7,24.1,102.41,Mainly Clear
-1.1,-2.2,92,8,6,24.1,102.48,NA
-0.3,-1.7,90,10,12,24.1,102.53,NA
-1.5,-2.5,93,10,12,24.1,102.59,Mainly Clear
-1.7,-3,91,8,7,24.1,102.64,NA
-1.8,-3.3,89,8,11,24.1,102.66,NA
-0.4,-3,83,8,11,24.1,102.65,Mostly Cloudy
-1.1,-2.9,88,9,7,48.3,102.7,NA
-0.4,-2.1,88,10,10,48.3,102.69,NA
0.2,-1.9,86,10,13,48.3,102.72,Cloudy
0.6,-2.2,81,9,16,48.3,102.75,NA
0.3,-1.3,89,8,15,4,102.73,Snow Showers
1.1,0.1,93,7,14,24.1,102.67,Cloudy
1.9,0,87,8,17,48.3,102.59,NA
1.6,-0.2,88,10,18,32.2,102.55,NA
1.3,-0.2,90,10,14,32.2,102.53,Cloudy
1.3,0,91,10,13,24.1,102.48,NA
1.5,-0.1,89,11,14,24.1,102.44,Rain
1.2,-0.3,89,9,17,19.3,102.38,Rain
1.1,0.1,93,9,27,6.4,102.34,"Snow,Fog"
1.2,0.6,96,8,19,11.3,102.25,"Rain,Snow"
1.7,1.1,96,8,23,16.1,102.13,"Rain,Snow"
1.7,1,95,7,21,12.9,102.01,Rain
1.3,0.8,97,9,19,9.7,101.85,"Rain,Snow,Fog"
0.8,0.4,98,9,22,8.1,101.72,"Snow,Fog"
1,0.7,98,9,20,12.9,101.55,"Rain,Snow"
1.8,1.4,97,7,21,12.9,101.47,Rain
2.5,1.8,95,8,21,16.1,101.25,Rain
2.7,1.8,94,8,35,16.1,101.04,Rain
3,2,93,8,27,16.1,100.9,Rain
3.4,2.5,94,7,26,17.7,100.76,Rain
3.7,3.2,96,8,28,11.3,100.58,Moderate Rain
4,3.5,97,8,24,6.4,100.46,"Moderate Rain,Fog"
4.7,4.4,98,10,23,4,100.42,"Moderate Rain,Fog"
6.8,6.4,98,13,19,8.1,100.33,"Moderate Rain,Fog"
7.2,6.9,98,19,22,12.9,100.36,Rain
7.1,5.9,92,20,21,24.1,100.36,Mostly Cloudy
7.8,5,83,22,24,48.3,100.45,NA
7.4,4.7,83,23,26,48.3,100.52,NA
6.7,0.9,66,24,30,48.3,100.61,Clear
6.2,1.6,72,23,24,24.1,100.68,NA
5.3,1.4,76,12,13,24.1,100.76,NA
5.7,2.5,80,20,10,24.1,100.81,Cloudy
5.2,2.6,83,18,13,24.1,100.86,NA
5.2,2.8,85,22,19,32.2,100.91,NA
4.6,2.9,88,25,12,32.2,101.03,Mostly Cloudy
3.1,2,92,14,4,32.2,101.1,NA
1.3,0.5,94,35,5,32.2,101.19,NA
1.7,1.4,98,8,7,32.2,101.24,Mainly Clear
-0.2,-0.6,98,36,9,32.2,101.31,NA
0.6,0.4,98,6,5,32.2,101.37,NA
-0.8,-1,99,36,8,32.2,101.4,Clear
-0.6,-0.8,99,2,4,32.2,101.44,NA
0.5,0.4,99,36,1,32.2,101.49,NA
0.8,0.6,99,6,9,32.2,101.51,Clear
-1.5,-2,97,35,7,40.2,101.56,NA
0,-0.3,98,33,5,40.2,101.62,NA
2.5,1.2,91,1,5,40.2,101.68,Clear
3.9,1.1,82,36,2,40.2,101.7,NA
2.9,1.1,88,28,4,40.2,101.69,NA
5.5,1,72,30,12,40.2,101.66,Clear
5.3,0.8,73,31,15,40.2,101.64,NA
4.4,0.2,74,32,14,40.2,101.64,NA
2.8,-0.8,77,31,13,40.2,101.68,Mainly Clear
2.9,-0.6,78,31,24,40.2,101.7,NA
2.1,-1.1,79,1,9,32.2,101.71,NA
1.7,-2,77,7,10,32.2,101.73,Clear
-0.1,-2.4,85,36,1,32.2,101.77,NA
-0.9,-1.7,94,36,3,32.2,101.77,NA
0.4,-1.8,85,11,7,32.2,101.79,Clear
-1.2,-2.4,92,10,8,32.2,101.8,NA
-1.4,-3.1,88,11,11,32.2,101.8,NA
-1.1,-2.3,92,11,5,32.2,101.83,Mainly Clear
-3,-3.9,93,34,7,32.2,101.81,NA
-2.2,-4,88,36,1,32.2,101.8,NA
-2.5,-3.7,91,11,4,32.2,101.77,Mostly Cloudy
-3.1,-4.4,90,10,6,32.2,101.78,NA
